MfgCode|BrandID|PartNo|CodeID|Description|LanguageCode
|JVYD|AH91895511435SMF_P|FAB|[EXCEPTIONAL LIGHTWEIGHT PERFORMANCE] - Weighs around 19 lbs (18×8.5), delivering a rare combination of lightness and rigidity at an accessible price point.|EN
|JVYD|AHX1885511235BZ|DES|Aodhan AH-X 18X8.5 5X112 ET 35mm Matte Bronze|EN
|JVYD|AHX1885511235BZ|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511235BZ|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511235BZ|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511235BZ|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511235BZ|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511235BZ|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511235BZ|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511235HB|DES|Aodhan AH-X 18X8.5 5X112 ET 35mm Hyper Black|EN
|JVYD|AHX1885511235HB|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511235HB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511235HB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511235HB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511235HB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511235HB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511235HB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511235MB|DES|Aodhan AH-X 18X8.5 5X112 ET 35mm Matte Black|EN
|JVYD|AHX1885511235MB|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511235MB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511235MB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511235MB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511235MB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511235MB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511235MB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511235SMF|DES|Aodhan AH-X 18X8.5 5X112 ET 35mm Gloss Silver Machined Face|EN
|JVYD|AHX1885511235SMF|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511235SMF|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511235SMF|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511235SMF|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511235SMF|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511235SMF|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511235SMF|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511435BZ|DES|Aodhan AH-X 18X8.5 5X114.3 ET 35mm Matte Bronze|EN
|JVYD|AHX1885511435BZ|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511435BZ|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511435BZ|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511435BZ|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511435BZ|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511435BZ|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511435BZ|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511435HB|DES|Aodhan AH-X 18X8.5 5X114.3 ET 35mm Hyper Black|EN
|JVYD|AHX1885511435HB|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511435HB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511435HB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511435HB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511435HB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511435HB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511435HB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511435MB|DES|Aodhan AH-X 18X8.5 5X114.3 ET 35mm Matte Black|EN
|JVYD|AHX1885511435MB|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511435MB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511435MB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511435MB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511435MB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511435MB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511435MB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885511435SMF|DES|Aodhan AH-X 18X8.5 5X114.3 ET 35mm Gloss Silver Machined Face|EN
|JVYD|AHX1885511435SMF|LAB|Aodhan Wheels|EN
|JVYD|AHX1885511435SMF|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885511435SMF|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885511435SMF|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885511435SMF|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885511435SMF|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885511435SMF|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885512035BZ|DES|Aodhan AH-X 18X8.5 5X120 ET 35mm Matte Bronze|EN
|JVYD|AHX1885512035BZ|LAB|Aodhan Wheels|EN
|JVYD|AHX1885512035BZ|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885512035BZ|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885512035BZ|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885512035BZ|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885512035BZ|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885512035BZ|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885512035HB|DES|Aodhan AH-X 18X8.5 5X120 ET 35mm Hyper Black|EN
|JVYD|AHX1885512035HB|LAB|Aodhan Wheels|EN
|JVYD|AHX1885512035HB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885512035HB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885512035HB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885512035HB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885512035HB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885512035HB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885512035MB|DES|Aodhan AH-X 18X8.5 5X120 ET 35mm Matte Black|EN
|JVYD|AHX1885512035MB|LAB|Aodhan Wheels|EN
|JVYD|AHX1885512035MB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885512035MB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885512035MB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885512035MB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885512035MB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885512035MB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1885512035SMF|DES|Aodhan AH-X 18X8.5 5X120 ET 35mm Gloss Silver Machined Face|EN
|JVYD|AHX1885512035SMF|LAB|Aodhan Wheels|EN
|JVYD|AHX1885512035SMF|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1885512035SMF|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1885512035SMF|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1885512035SMF|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1885512035SMF|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1885512035SMF|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511235BZ|DES|Aodhan AH-X 18X9.5 5X112 ET 35mm Matte Bronze|EN
|JVYD|AHX1895511235BZ|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511235BZ|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511235BZ|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511235BZ|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511235BZ|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511235BZ|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511235BZ|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511235HB|DES|Aodhan AH-X 18X9.5 5X112 ET 35mm Hyper Black|EN
|JVYD|AHX1895511235HB|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511235HB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511235HB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511235HB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511235HB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511235HB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511235HB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511235MB|DES|Aodhan AH-X 18X9.5 5X112 ET 35mm Matte Black|EN
|JVYD|AHX1895511235MB|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511235MB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511235MB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511235MB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511235MB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511235MB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511235MB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511235SMF|DES|Aodhan AH-X 18X9.5 5X112 ET 35mm Gloss Silver Machined Face|EN
|JVYD|AHX1895511235SMF|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511235SMF|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511235SMF|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511235SMF|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511235SMF|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511235SMF|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511235SMF|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511435BZ|DES|Aodhan AH-X 18X9.5 5X114.3 ET 35mm Matte Bronze|EN
|JVYD|AHX1895511435BZ|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511435BZ|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511435BZ|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511435BZ|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511435BZ|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511435BZ|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511435BZ|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511435HB|DES|Aodhan AH-X 18X9.5 5X114.3 ET 35mm Hyper Black|EN
|JVYD|AHX1895511435HB|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511435HB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511435HB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511435HB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511435HB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511435HB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511435HB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511435MB|DES|Aodhan AH-X 18X9.5 5X114.3 ET 35mm Matte Black|EN
|JVYD|AHX1895511435MB|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511435MB|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511435MB|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511435MB|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511435MB|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511435MB|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511435MB|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895511435SMF|DES|Aodhan AH-X 18X9.5 5X114.3 ET 35mm Gloss Silver Machined Face|EN
|JVYD|AHX1895511435SMF|LAB|Aodhan Wheels|EN
|JVYD|AHX1895511435SMF|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895511435SMF|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895511435SMF|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895511435SMF|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895511435SMF|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895511435SMF|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
|JVYD|AHX1895512035BZ|DES|Aodhan AH-X 18X9.5 5X120 ET 35mm Matte Bronze|EN
|JVYD|AHX1895512035BZ|LAB|Aodhan Wheels|EN
|JVYD|AHX1895512035BZ|MKT|The Aodhan AH-X utilizes advanced Single-Phase Forging (SPF) to deliver a lightweight yet robust wheel. Its layered multi-spoke design and substantial concave profile provide a bold, performance-driven aesthetic that elevates the look of modern cars while maintaining a refined, street-ready presence.|EN
|JVYD|AHX1895512035BZ|FAB|[MULTIPLE FINISHES & FITMENTS] – Available in Hyper Black, Matte Black, Matte Bronze, and Silver Machined Face, in 18" and 19" sizes with 5×112, 5×114.3, and 5×120 fitments.|EN
|JVYD|AHX1895512035BZ|FAB|[FLUSH-MOUNT CENTER CAP] - A sleek, low-profile center cap gives the wheel a clean, uncluttered look.|EN
|JVYD|AHX1895512035BZ|FAB|[CONCAVE PROFILE] - Deep-set concavity (ranging from approximately 1.88" to 2.38") adds dynamic stance and visual impact.|EN
|JVYD|AHX1895512035BZ|FAB|[LAYERED MULTI-SPOKE DESIGN] - Features a detailed pocketed and layered spoke layout that adds visual depth and modern flair.|EN
|JVYD|AHX1895512035BZ|FAB|[SPF FLOW-FORMED CONSTRUCTION] - Crafted using Single Phase Forging for enhanced strength and reduced weight compared to standard cast wheels.|EN
